"group","@id","rfds:label","rdfs:comment","rdfs:label.zh-cn","rdfs:comment.zh-cn"
"type","http://schema.org/Residence",,"The place where a person lives.","居住区","人们聚集生活居住的区域"
"type","http://schema.org/Resort",,"A resort is a place used for relaxation or recreation, attracting visitors for holidays or vacations. Resorts are places, towns or sometimes commercial establishment operated by a single company (Source: Wikipedia, the free encyclopedia, see <a href=""http://en.wikipedia.org/wiki/Resort"">http://en.wikipedia.org/wiki/Resort</a>).
<br /><br />
See also the <a href=""/docs/hotels.html"">dedicated document on the use of schema.org for marking up hotels and other forms of accommodations</a>.",,
"type","http://schema.org/Restaurant",,"A restaurant.","餐馆","餐馆"
"type","http://schema.org/RestrictedDiet",,"A diet restricted to certain foods or preparations for cultural, religious, health or lifestyle reasons.",,
"type","http://schema.org/ResumeAction",,"The act of resuming a device or application which was formerly paused (e.g. resume music playback or resume a timer).",,
"type","http://schema.org/ReturnAction",,"The act of returning to the origin that which was previously received (concrete objects) or taken (ownership).",,
"type","http://schema.org/Review",,"A review of an item - for example, of a restaurant, movie, or store.","评论","对一个事物的评论，比如，一个餐馆，电影或一个商店"
"type","http://schema.org/ReviewAction",,"The act of producing a balanced opinion about the object for an audience. An agent reviews an object with participants resulting in a review.",,
"type","http://schema.org/RiverBodyOfWater",,"A river (for example, the broad majestic Shannon).","河流","河流"
"type","http://schema.org/Role",,"Represents additional information about a relationship or property. For example a Role can be used to say that a 'member' role linking some SportsTeam to a player occurred during a particular time period. Or that a Person's 'actor' role in a Movie was for some particular characterName. Such properties can be attached to a Role entity, which is then associated with the main entities using ordinary properties like 'member' or 'actor'.</p>

<p>See also <a href=""http://blog.schema.org/2014/06/introducing-role.html"">blog post</a>.",,
"type","http://schema.org/RoofingContractor",,"A roofing contractor.","屋顶建筑商","承接屋顶建造装修"
"type","http://schema.org/Room",,"A room is a distinguishable space within a structure, usually separated from other spaces by interior walls. (Source: Wikipedia, the free encyclopedia, see <a href=""http://en.wikipedia.org/wiki/Room"">http://en.wikipedia.org/wiki/Room</a>).
<br /><br />
See also the <a href=""/docs/hotels.html"">dedicated document on the use of schema.org for marking up hotels and other forms of accommodations</a>.",,
"type","http://schema.org/RsvpAction",,"The act of notifying an event organizer as to whether you expect to attend the event.",,
"type","http://schema.org/RsvpResponseType",,"RsvpResponseType is an enumeration type whose instances represent responding to an RSVP request.",,
"type","http://schema.org/SaleEvent",,"Event type: Sales event.","销售事件","销售事件"
"type","http://schema.org/ScheduleAction",,"<p>Scheduling future actions, events, or tasks.</p>

<p>Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/ReserveAction"">ReserveAction</a>: Unlike ReserveAction, ScheduleAction allocates future actions (e.g. an event, a task, etc) towards a time slot / spatial allocation.</li>
</ul>
",,
"type","http://schema.org/ScholarlyArticle",,"A scholarly article.","论文","论文"
"type","http://schema.org/School",,"A school.","学校","学校"
"type","http://schema.org/ScreeningEvent",,"A screening of a movie or other video.",,
"type","http://schema.org/Sculpture",,"A piece of sculpture.","雕刻","雕刻"
"type","http://schema.org/SeaBodyOfWater",,"A sea (for example, the Caspian sea).","海洋","海洋"
"type","http://schema.org/SearchAction",,"<p>The act of searching for an object.</p>

<p>Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/FindAction"">FindAction</a>: SearchAction generally leads to a FindAction, but not necessarily.</li>
</ul>
",,
"type","http://schema.org/SearchResultsPage",,"Web page type: Search results page.","搜索结果页","页面类型，搜索结果页"
"type","http://schema.org/Season",,"A media season e.g. tv, radio, video game etc.",,
"type","http://schema.org/Seat",,"Used to describe a seat, such as a reserved seat in an event reservation.",,
"type","http://schema.org/SelfStorage",,"A self-storage facility.","自助式仓储","自助式仓储服务"
"type","http://schema.org/SellAction",,"The act of taking money from a buyer in exchange for goods or services rendered. An agent sells an object, product, or service to a buyer for a price. Reciprocal of BuyAction.",,
"type","http://schema.org/SendAction",,"<p>The act of physically/electronically dispatching an object for transfer from an origin to a destination.Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/ReceiveAction"">ReceiveAction</a>: The reciprocal of SendAction.</li>
<li><a class=""localLink"" href=""http://schema.org/GiveAction"">GiveAction</a>: Unlike GiveAction, SendAction does not imply the transfer of ownership (e.g. I can send you my laptop, but I'm not necessarily giving it to you).</li>
</ul>
",,
"type","http://schema.org/Series",,"A Series in schema.org is a group of related items, typically but not necessarily of the same kind.",,
"type","http://schema.org/Service",,"A service provided by an organization, e.g. delivery service, print services, etc.",,
"type","http://schema.org/ServiceChannel",,"A means for accessing a service, e.g. a government office location, web site, or phone number.",,
"type","http://schema.org/ShareAction",,"The act of distributing content to people for their amusement or edification.",,
"type","http://schema.org/ShoeStore",,"A shoe store.","鞋店","鞋店"
"type","http://schema.org/ShoppingCenter",,"A shopping center or mall.","购物中心","购物中心"
"type","http://schema.org/SingleFamilyResidence",,"Residence type: Single-family home.","独立屋","房屋类型，独立屋。所有者拥有这片土地以及土地上的所有物业，包括树木和房屋"
"type","http://schema.org/SiteNavigationElement",,"A navigation element of the page.","站点导航","页面上的导航"
"type","http://schema.org/SkiResort",,"A ski resort.","滑雪场","滑雪场"
"type","http://schema.org/SocialEvent",,"Event type: Social event.","社交事件","社交事件"
"type","http://schema.org/SocialMediaPosting",,"A post to a social media platform, including blog posts, tweets, Facebook posts, etc.",,
"type","http://schema.org/SoftwareApplication",,"A software application.","软件应用","软件应用"
"type","http://schema.org/SoftwareSourceCode",,"Computer programming source code. Example: Full (compile ready) solutions, code snippet samples, scripts, templates.",,
"type","http://schema.org/SomeProducts",,"A placeholder for multiple similar products of the same kind.","相关产品","产品架位或一些同类的近似的产品"
"type","http://schema.org/Specialty",,"Any branch of a field in which people typically develop specific expertise, usually after significant study, time, and effort.","专长","一个人经过长时间学习和实践，而形成专业理解的方向"
"type","http://schema.org/SportingGoodsStore",,"A sporting goods store.","运动用品店","运动用品店"
"type","http://schema.org/SportsActivityLocation",,"A sports location, such as a playing field.","运动场所","泛指各种运动场所，如操场"
"type","http://schema.org/SportsClub",,"A sports club.","运动俱乐部","运动俱乐部"
"type","http://schema.org/SportsEvent",,"Event type: Sports event.","运动事件","运动事件"
"type","http://schema.org/SportsOrganization",,"Represents the collection of all sports organizations, including sports teams, governing bodies, and sports associations.",,
"type","http://schema.org/SportsTeam",,"Organization: Sports team.","运动团队","运动团体，团队"
"type","http://schema.org/SpreadsheetDigitalDocument",,"A spreadsheet file.",,
"type","http://schema.org/StadiumOrArena",,"A stadium.","体育场","体育场馆"
"type","http://schema.org/State",,"A state or province of a country.","州","州，省"
"type","http://schema.org/SteeringPositionValue",,"A value indicating a steering position.",,
"type","http://schema.org/Store",,"A retail good store.","商铺","零售商铺"
"type","http://schema.org/StructuredValue",,"Structured values are used when the value of a property has a more complex structure than simply being a textual value or a reference to another thing.","格式化的值","格式化的值指那些有一定格式限定的字符串，比如地址，电话"
"type","http://schema.org/SubscribeAction",,"<p>The act of forming a personal connection with someone/something (object) unidirectionally/asymmetrically to get updates pushed to.</p>

<p>Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/FollowAction"">FollowAction</a>: Unlike FollowAction, SubscribeAction implies that the subscriber acts as a passive agent being constantly/actively pushed for updates.</li>
<li><a class=""localLink"" href=""http://schema.org/RegisterAction"">RegisterAction</a>: Unlike RegisterAction, SubscribeAction implies that the agent is interested in continuing receiving updates from the object.</li>
<li><a class=""localLink"" href=""http://schema.org/JoinAction"">JoinAction</a>: Unlike JoinAction, SubscribeAction implies that the agent is interested in continuing receiving updates from the object.</li>
</ul>
",,
